genus,species,subclass,family,alien,main.habitat,detailed.habitat,life.form,ldetailed.life.form,sum.2007,status,listed.for.hf,verified,reason.not.listed,current,historical,synonyms,common.name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,grout,simes
Myrica,gale,Hamameliidae,Myricaceae,0,W,WP,S,S,3,U,1,1,NA,1,1,NA,Sweet Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Myriophyllum,humile,Rosidae,Haloragaceae,0,W,WP,A,AS,0,M,1,1,NA,0,1,NA,Small Water-milfoil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Najas,flexilis,Alismatidae,Naiadaceae,0,W,WP,A,AS,2,U,1,1,NA,1,0,NA,Common Naiad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Nemopanthus,mucronatus,Rosidae,Aquifoliaceae,0,W,WF,S,S,12,F,1,1,NA,1,1,NA,Mountain Holly,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
Nuphar,variegata,Magnoliidae,Nymphaeaceae,0,W,WP,A,AF,6,O,1,1,NA,1,1,NA,Yellow Water Lilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
Nuttallanthus,canadensis,Asteridae,Scrophulariaceae,0,O,OD RP,H,HL,3,U,1,1,NA,1,1,NA,Blue Toadflax,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nymphaea,odorata,Magnoliidae,Nymphaeaceae,0,W,WP,A,AF,5,U,1,1,NA,1,1,NA,White Waterlily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Nyssa,sylvatica,Rosidae,Cornaceae,0,W,WF,T,T,5,U,1,1,NA,1,1,NA,Black Gum,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oenothera,biennis,Rosidae,Onagraceae,0,O,OD RP,H,HL,4,U,1,1,NA,1,1,NA,Common Evening Primrose,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oenothera,parviflora,Rosidae,Onagraceae,0,O,OD,H,HL,0,M,1,1,NA,0,1,O. muricata,Small-flowered Evening-primrose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oenothera,perennis,Rosidae,Onagraceae,0,O,OP OD,H,HL,2,U,1,1,NA,1,1,NA,Sundrops,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onoclea,sensibilis,Pteridophyte,Onocleaceae,0,W,WO WF,F,F,29,C,1,1,NA,1,1,NA,Sensitive Fern,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Orobanche,uniflora,Asteridae,Orobanchaceae,0,F O,F OP,H,HL,0,M,1,1,NA,0,1,NA,One-flowered Cancer-root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthillia,secunda,Dilleniidae,Pyrolaceae,0,F,F,H,HE,0,M,1,1,NA,0,1,NA,One-sided Shinleaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oryzopsis,asperifolia,Commelinidae,Poaceae,0,F,F,G,GE,11,F,1,1,NA,1,1,NA,Rough-leaved Ricegrass,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1
Oryzopsis,racemosa,Commelinidae,Poaceae,0,F,FR,G,GL,3,U,1,1,NA,1,0,NA,Broad-leaved Ricegrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Osmunda,cinnamomea,Pteridophyte,Osmundaceae,0,W,WF WO,F,F,31,C,1,1,NA,1,1,NA,Cinnamon Fern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Osmunda,claytoniana,Pteridophyte,Osmundaceae,0,F,F,F,F,28,C,1,1,NA,1,1,NA,Interrupted Fern,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Osmunda,regalis,Pteridophyte,Osmundaceae,0,W,WS WF,F,F,16,F,1,1,NA,1,1,NA,Royal Fern,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1
Ostrya,virginiana,Hamameliidae,Betulaceae,0,F,F,T,T,11,F,1,1,NA,1,1,NA,Hop Hornbeam,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
Oxalis,dillenii,Rosidae,Oxalidaceae,0,O,OG RW,H,HL,1,U,1,1,NA,1,0,O. stricta,Yellow Wood-sorrel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxalis,montana,Rosidae,Oxalidaceae,0,W,WS,H,HS,8,O,1,1,NA,1,1,NA,Mountain Sorrel,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
Oxalis,stricta,Rosidae,Oxalidaceae,0,O,OG RW,H,HL,20,F,1,1,NA,1,1,O europea,Common Yellow Wood Sorrel,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
Pachysandra,sp.,NA,Buxaceae,1,O,OG,S,SDE,1,U,0,1,NDN,1,0,NA,Pachysandra,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panax,quinquefolius,Rosidae,Araliaceae,0,F,FR,H,HL,1,U,1,1,NA,1,0,NA,Ginseng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Panax,trifolius,Rosidae,Araliaceae,0,F,F,H,HS,6,O,1,1,NA,1,1,P. trifolium,Dwarf Ginseng,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Panicum,capillare,Commelinidae,Poaceae,0,O,OP,G,GA,1,U,1,1,NA,1,1,NA,Witch Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panicum,dichotomiflorum,Commelinidae,Poaceae,0,O,RP,G,GA,2,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Panicum,rigidulum,Commelinidae,Poaceae,0,O,OP,G,GL,1,U,1,1,NA,1,1,P. agrostoides,Stiff Panic Grass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parthenocissus,quinquefolia,Rosidae,Vitaceae,0,F O,F OE,V,V,23,C,1,1,NA,1,1,NA,Woodbine,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
Pedicularis canadensis,canadensis,Asteridae,Scrophulariaceae,0,F,FR,H,HS,0,M,1,1,NA,0,1,NA,Lousewort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peltandra,virginica,Alismatidae,Araceae,0,W,WP,H,HL,1,U,1,1,NA,1,1,NA,Arrow Arum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Persicaria,arifolia,Caryophyllidae,Polygonaceae,0,W,WP,H,HA,2,U,1,1,NA,1,0,NA,Halberd-leaved Tearthumb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Persicaria,careyi,Caryophyllidae,Polygonaceae,0,W,WP,H,HA,0,M,1,1,NA,0,1,NA,Carey's Smartweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persicaria,hydropiper,Caryophyllidae,Polygonaceae,0,O,PR,H,HA,1,U,1,1,NA,1,0,NA,Water-pepper,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persicaria,hydropiperoides,Caryophyllidae,Polygonaceae,0,O,PR,H,HL,3,U,1,1,NA,1,0,NA,Smartweed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Persicaria,lapathifolia,Caryophyllidae,Polygonaceae,0,O,OP,H,HA,1,U,1,1,NA,1,0,NA,Dock-leaved Smartweed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persicaria,longiseta,Caryophyllidae,Polygonaceae,1,O,RP,H,HA,4,U,1,1,NA,1,0,P. longisetum,Cespitose Smartweed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Persicaria,maculosa,Caryophyllidae,Polygonaceae,1,O,OG RP,H,HA,4,U,1,1,NA,1,1,NA,Lady's Thumb,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Persicaria,pensylvanica,Caryophyllidae,Polygonaceae,0,W,WP,H,HA,1,U,1,1,NA,1,0,NA,Pennsylvania Smartweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Persicaria,punctata,Caryophyllidae,Polygonaceae,0,W,WP,H,HA,4,U,1,1,NA,1,1,P. acre,Waterpepper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Persicaria,sagittata,Caryophyllidae,Polygonaceae,0,W,WO,H,HA,13,F,1,1,NA,1,1,NA,Tearthumb,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
Phalaris,arundinacea,Commelinidae,Poaceae,0,O,OD,G,GL,3,U,1,1,NA,1,0,NA,Reed Canary Grass,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phegopteris,connectilis,Pteridophyte,Thelypteridaceae,0,F,F,F,F,9,O,1,1,NA,1,1,Dryopteris phegopteris; Thelypt,Narrow beach Fern,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
Phellodendron,sp.,Rosidae,Rutaceae,1,O,RW,T,T,1,U,1,1,NA,1,0,NA,Amur Cork Tree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphus,coronarius,Rosidae,Hydrangeaceae,1,O,RP,S,S,1,U,1,0,NA,1,1,NA,Mock-orange,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phleum,pratense,Commelinidae,Poaceae,1,O,OP,G,GL,7,O,1,1,NA,1,1,NA,Timothy,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Phlox,paniculata,Asteridae,Polemoniaceae,1,O,OG,H,HL,1,U,1,1,NA,1,0,NA,Sweet William?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phragmites,australis,Commelinidae,Poaceae,0,O W,OD WO,G,GL,3,U,1,1,NA,1,0,P. communis,Phragmites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Phytolacca,americana,Caryophyllidae,Phytolaccaceae,0,O,OD,H,HA,1,U,1,1,NA,1,1,NA,Pokeweed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picea,abies,Gymnosperm,Pinaceae,1,F,F,T,TE,4,U,1,1,NA,1,1,NA,Norway Spruce,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picea,glauca,Gymnosperm,Pinaceae,1,F,F,T,TE,6,O,1,1,NA,1,0,NA,White Spruce,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picea,mariana,Gymnosperm,Pinaceae,0,W,WB,T,TE,6,O,1,1,NA,1,1,NA,Black Spruce,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
Picea,pungens,Gymnosperm,Pinaceae,1,F,F,T,TE,2,U,0,1,NDN,1,0,NA,Blue Spruce,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picea,rubens,Gymnosperm,Pinaceae,0,F,F,T,TE,8,O,1,1,NA,1,1,NA,Red Spruce,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Pilea,pumila,Hamameliidae,Urticaceae,0,W,WS,H,HA,1,U,1,1,NA,1,1,NA,Clearweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus,resinosa,Gymnosperm,Pinaceae,0,F,F,T,TE,10,O,1,1,NA,1,1,NA,Red Pine,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Pinus,rigida,Gymnosperm,Pinaceae,0,F,F,T,TE,1,U,1,1,NA,1,1,NA,Pitch Pine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus,strobus,Gymnosperm,Pinaceae,0,F,F,T,TE,33,C,1,1,NA,1,1,NA,White Pine,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pinus,sylvestris,Gymnosperm,Pinaceae,1,F,F,T,T,2,U,1,1,NA,1,1,NA,Scots pine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Plantago,lanceolata,Asteridae,Plantaginaceae,1,O,OP OG,H,HL,2,U,1,1,NA,1,0,NA,English Plantain,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantago,major,Asteridae,Plantaginaceae,1,O ,OP WR OG,H,HL,16,F,1,1,NA,1,1,NA,Broad-leaved Plantain,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1
Plantago,rugelii,Asteridae,Plantaginaceae,0,O,OG RP,H,HL,3,U,1,1,NA,1,1,NA,Rugell's Plantain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Platanthera,clavellata,Liliidae,Orchidaceae,0,W,WB,H,HL,3,U,1,1,NA,1,1,Habenaria c.,Club-spur Orchid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Platanthera,hookeri,Liliidae,Orchidaceae,0,W,WO WF,H,HL,0,M,1,1,NA,0,1,Habenaria p.,Purple-frinded Orchid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platanthera,hyperborea,Liliidae,Orchidaceae,0,F,F,H,HL,1,U,1,1,NA,1,0,Habenaria h.,Northern Green Orchid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Platanthera,lacera,Liliidae,Orchidaceae,0,O ,OP,H,HL,1,U,1,1,NA,1,1,Habenaria l.,Ragged-fringed Orchid,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platanthera,psycodes,Liliidae,Orchidaceae,0,W,WO WF,H,HL,0,M,1,1,NA,0,1,Habenaria p.,Purple-frinded Orchid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platanus,occidentalis,Hammelidae,Platanceae,0,F,F,T,T,0,M,1,0,NA,0,1,NA,Sycamore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa,annua,Commelinidae,Poaceae,1,O,OG,G,GA,5,U,1,1,NA,1,0,NA,Annual Bluegrass,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Poa,compressa,Commelinidae,Poaceae,1,O, RW,G,GL,2,U,1,1,NA,1,1,NA,Canadian Bluegrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poa,nemoralis,Commelinidae,Poaceae,1,O,OE,G,GL,2,U,1,1,NA,1,0,NA,Woodland Bluegrass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poa,palustris,Commelinidae,Poaceae,0,W,WO WP,G,GL,3,U,1,1,NA,1,1,NA,Marsh Bluegrass,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa,pratensis,Commelinidae,Poaceae,1,O ,OP PR OG,G,GL,7,O,1,1,NA,1,1,NA,Common Bluegrass,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Pogonia,ophioglossoides,Liliidae,Orchidaceae,0,W,WB,H,HL,2,U,1,1,NA,1,1,NA,Rose Pogonia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Polygala,paucifolia,Rosidae,Polygalaceae,0,F,F,H,HS,5,U,1,1,NA,1,1,NA,Gay Wings,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Polygala,polygama,Rosidae,Polygalaceae,0,O,OD,H,HL,1,U,1,1,NA,1,1,NA,Bitter Milkwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Polygala,sanguinea,Rosidae,Polygalaceae,0,O,RW,H,HL,4,U,1,1,NA,1,1,NA,Rose Milkwort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
Polygonatum,pubescens,Liliidae,Liliaceae,0,F,F,H,HS,23,C,1,1,NA,1,1,NA,Small Solomon's-seal,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1
Polygonella,articulata,Caryophyllidae,Polygonaceae,0,O,OB RP,H,HL,2,U,1,1,NA,1,1,NA,Jointweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Polygonum,aviculare,Caryophyllidae,Polygonaceae,1,O,OG PR,H,HA,4,U,1,1,NA,1,0,NA,Knotweed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Polypodium,virginianum,Pteridophyte,Polypodiaceae,0,F,F,F,FE,18,F,1,1,NA,1,1,NA,Virginia Polypody,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
Polystichum,acrostichoides,Pteridophyte,Aspleniaceae,0,F,F,F,FE,23,C,1,1,NA,1,1,NA,Christmas Fern,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
Pontederia,cordata,Liliidae,Pontederiaceae,0,W,WP,H,HL,2,U,1,1,NA,1,1,NA,Pickerel Weed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Populus,deltoides,Dilleniidae,Salicaceae,0,F,F,T,T,1,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Populus,grandidentata,Dilleniidae,Salicaceae,0,F,F,T,T,5,U,1,1,NA,1,1,NA,Big-toothed Aspen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
Populus,tremuloides,Dilleniidae,Salicaceae,0,F,F,T,T,10,O,1,1,NA,1,1,NA,Quaking Aspen,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0
Populus ,x jackii,Dilleniidae,Salicaceae,1,P,P,T,T,0,M,0,0,NDN,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portulaca,oleracea,Caryophyllidae,Portulaceae,1,O,OD,H,HA,1,U,1,1,NA,1,0,NA,Common purslane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potamogeton,bicupulatus,Alismatidae,Potamogetonaceae,0,W,WP,A,AF,1,U,1,1,NA,1,1,P. diversifolius; P. capillaceu,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Potamogeton,epihydrus,Alismatidae,Potamogetonaceae,0,W,WP,A,AF,5,U,1,1,NA,1,1,NA,Ribbonleaf Pondweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
Potamogeton,natans,Alismatidae,Potamogetonaceae,0,W,WP,A,AF,1,U,1,1,NA,1,0,NA,Floating Pondweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Potamogeton,pulcher,Alismatidae,Potamogetonaceae,0,W,WP,A,AF,1,U,1,1,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Potamogeton,pusillus var. tenuissimus,Alismatidae,Potamogetonaceae,0,W,WP,A,AS,2,U,1,1,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Potentilla,argentea,Rosidae,Rosaceae,1,O,OD,H,HL,1,U,1,1,NA,1,1,NA,Silvery Cinquefoil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potentilla,canadensis,Rosidae,Rosaceae,0,O,OB,H,HS,0,M,1,1,NA,0,1,NA,Canada Cinquefoil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potentilla,norvegica,Rosidae,Rosaceae,0,O,OD,H,HL,3,U,1,1,NA,1,1,NA,Norway Cinquefoil,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Potentilla,recta,Rosidae,Rosaceae,1,O,OP RW,H,HL,4,U,1,1,NA,1,1,NA,Rough Cinquefoil,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Potentilla,simplex,Rosidae,Rosaceae,0,F O,F RW OP,H,HS,29,C,1,1,NA,1,1,NA,Common Cinquefoil,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
Prenanthes,altissima,Asteridae,Asteraceae,0,O W,RW WS,H,HL,3,U,1,1,NA,1,1,NA,Common Rattlesnake Root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Prenanthes,sp.,Asteridae,Asteraceae,0,MF,NA, ,NA,28,C,0,1,GEN,1,1,NA,NA,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Prenanthes,trifoliolata,Asteridae,Asteraceae,0,O,RW,H,HL,7,O,1,1,NA,1,1,NA,Gall-of-the-earth,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Proserpinaca,palustris,Rosidae,Haloragaceae,0,W,WP,H,HL,0,M,1,1,NA,0,1,NA,Mermaid Weed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunella,vulgaris,Asteridae,Lamiaceae,0,O,RW OG,H,HL,13,F,1,1,NA,1,1,NA,Self-heal,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0
Prunus,avium,Rosidae,Rosaceae,1,O,RW,T,T,2,U,1,0,NA,1,1,NA,Sweet Cherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
